SALESDOCUMENT,SALESOFFICE,SALESGROUP,CUSTOMERPAYMENTTERMS,SHIPPINGCONDITION,SALESDOCUMENTTYPE,SALESORGANIZATION,DISTRIBUTIONCHANNEL,ORGANIZATIONDIVISION,BILLINGCOMPANYCODE,TRANSACTIONCURRENCY,CREATIONDATE,CREATIONTIME,HEADERINCOTERMSCLASSIFICATION,SALESDOCUMENTITEM,PLANT,SHIPPINGPOINT,SALESDOCUMENTITEMCATEGORY,PRODUCT,SOLDTOPARTY,SHIPTOPARTY,BILLTOPARTY,PAYERPARTY,ITEMINCOTERMSCLASSIFICATION,ADDRESSID_SOLDTOPARTY,ADDRESSID_BILLTOPARTY,ADDRESSID_PAYERPARTY,ADDRESSID_SHIPTOPARTY
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,470,1,MUST,ZMUK,3811741986,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,480,1,MUST,ZMUK,5513042456,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,490,1,MUST,ZMUK,4554150090,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,500,1,MUST,ZMUK,9770162377,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,510,1,MUST,ZMUK,3355100992,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,520,1,MUST,ZMUK,7037972998,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,530,1,MUST,ZMUK,4237994519,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,540,1,MUST,ZMUK,1482681049,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,550,1,MUST,ZMUK,1155765819,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,560,1,MUST,ZMUK,9923394209,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,570,1,MUST,ZMUK,8956661051,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,580,1,MUST,ZMUK,6342383724,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984738,10,192,,95,ZMUT,10,10,10,D011,EUR,02-01-2018,09:51:14,EXW,590,1,MUST,ZMUK,3614922343,3143487067,3143487067,3143487067,3143487067,EXW,3000572173,3000572173,3000572173,3000572173
1984739,10,341,32,13,TA,4200,10,10,DK20,DKK,02-01-2018,11:15:43,DDP,10,4200,4200,TAN,7861363371,8738262657,8738262657,1417658093,1417658093,DDP,3000538074,3000222178,3000222178,3000538074
1984740,10,221,3,5,TA,1600,10,10,NL80,EUR,02-01-2018,11:13:27,EXW,10,1600,1601,TAN,2869041012,2972983400,5840570903,826715131,826715131,EXW,3000369144,3000636073,3000636073,3000206757
1984741,10,521,EV20,98,ZMUN,10,10,10,D011,USD,02-01-2018,11:20:02,DDP,10,1,MUST,ZMUK,2334750742,8435078770,8435078770,8435078770,8435078770,DDP,3001128847,3001128847,3001128847,3001128847
1984741,10,521,EV20,98,ZMUN,10,10,10,D011,USD,02-01-2018,11:20:02,DDP,20,1,MUST,ZMUK,1346613854,8435078770,8435078770,8435078770,8435078770,DDP,3001128847,3001128847,3001128847,3001128847
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,10,1,MUST,ZMUK,1162096552,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,11,1,MUST,ZMUP,5344897088,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,12,1,MUST,ZMUP,8492076738,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,13,1,MUST,ZMUP,2863207915,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,14,1,MUST,ZMUP,1598676124,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,15,1,MUST,ZMUP,5268678379,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984742,10,767,C6,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:39,DDP,16,1,MUST,ZMUP,3689370950,9927335532,9927335532,9927335532,9927335532,DDP,3000223395,3000223395,3000223395,3000223395
1984743,10,342,32,98,ZMUN,1300,10,10,D015,EUR,02-01-2018,11:21:19,DDP,10,1300,1301,ZMUK,4508826304,7898182048,7898182048,7898182048,7898182048,DDP,3000537306,3000537306,3000537306,3000537306
1984744,10,269,3,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:34,DDP,10,1,MUST,ZMUK,250900957,9191903715,9191903715,9191903715,9191903715,DDP,3000464701,3000464701,3000464701,3000464701
1984744,10,269,3,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:20:34,DDP,20,1,MUST,ZMUK,8464566985,9191903715,9191903715,9191903715,9191903715,DDP,3000464701,3000464701,3000464701,3000464701
1984745,10,421,232,1,TA,10,10,10,D011,EUR,02-01-2018,11:24:37,DDP,10,1,1,TAN,2109421664,5539475074,5539475074,5539475074,5539475074,DDP,3000207299,3000207299,3000207299,3000207299
1984746,10,322,3,18,TA,2000,10,10,PL20,EUR,02-01-2018,11:25:58,DDP,10,2000,2000,TAN,6119980758,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984746,10,322,3,18,TA,2000,10,10,PL20,EUR,02-01-2018,11:25:58,DDP,20,2000,2000,ZTCH,6119980758,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,10,1,1,TAN,7815428425,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,20,1,1,TAN,9266670155,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,30,1,1,TAN,3707794891,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,40,1,1,TAN,5665688587,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,50,1,1,TAN,6839770096,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,60,1,1,TAN,3596105040,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,70,1,1,TAN,4536419330,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984747,10,654,3,10,TA,10,10,10,D011,EUR,02-01-2018,11:08:11,CPT,80,1,1,TAN,7560230638,8138462869,8138462869,8138462869,8138462869,CPT,3000421920,3000421920,3000421920,3000421920
1984748,10,520,32,99,ZMUN,5900,10,10,D060,EUR,02-01-2018,11:27:10,DDP,10,5900,5902,ZMUK,2113484250,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984749,10,439,33,5,TA,1300,10,10,D015,EUR,02-01-2018,11:29:29,FCA,10,1300,1300,TAN,8308177618,4925749318,4925749318,4925749318,4925749318,FCA,3000546892,3000546892,3000546892,3000546892
1984749,10,439,33,5,TA,1300,10,10,D015,EUR,02-01-2018,11:29:29,FCA,20,1300,1300,ZTCH,8308177618,4925749318,4925749318,4925749318,4925749318,FCA,3000546892,3000546892,3000546892,3000546892
1984750,10,998,72,10,ZVOR,10,10,10,D011,USD,02-01-2018,11:29:55,DDP,10,1,1,ZVN,5284684344,2357098947,2357098947,2357098947,2357098947,DDP,3000936344,3000936344,3000936344,3000936344
1984751,10,322,205,1,TA,10,10,10,D011,EUR,02-01-2018,11:27:59,DDP,10,1,1,TAN,5997161404,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984751,10,322,205,1,TA,10,10,10,D011,EUR,02-01-2018,11:27:59,DDP,20,1,1,TAN,8336163242,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984751,10,322,205,1,TA,10,10,10,D011,EUR,02-01-2018,11:27:59,DDP,30,1,1,TAN,2356260337,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984751,10,322,205,1,TA,10,10,10,D011,EUR,02-01-2018,11:27:59,DDP,40,1,1,TAN,6619643608,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984751,10,322,205,1,TA,10,10,10,D011,EUR,02-01-2018,11:27:59,DDP,50,1,1,TAN,3946288443,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984751,10,322,205,1,TA,10,10,10,D011,EUR,02-01-2018,11:27:59,DDP,60,1,1,TAN,86275301,3617078005,3617078005,3617078005,3617078005,DDP,3000208122,3000208122,3000208122,3000208122
1984752,10,250,33,1,TA,10,10,10,D011,EUR,02-01-2018,11:31:53,DDP,10,1,1,TAN,3535708110,1678542847,1678542847,9198940849,9198940849,DDP,3000207254,3000458026,3000458026,3000207254
1984752,10,250,33,1,TA,10,10,10,D011,EUR,02-01-2018,11:31:53,DDP,20,1,1,ZTCH,3535708110,1678542847,1678542847,9198940849,9198940849,DDP,3000207254,3000458026,3000458026,3000207254
1984752,10,250,33,1,TA,10,10,10,D011,EUR,02-01-2018,11:31:53,DDP,30,1,1,TAN,1880557770,1678542847,1678542847,9198940849,9198940849,DDP,3000207254,3000458026,3000458026,3000207254
1984752,10,250,33,1,TA,10,10,10,D011,EUR,02-01-2018,11:31:53,DDP,40,1,1,ZTCH,1880557770,1678542847,1678542847,9198940849,9198940849,DDP,3000207254,3000458026,3000458026,3000207254
1984753,10,525,0,13,TA,700,10,10,PL10,PLN,02-01-2018,11:32:12,DAP,10,700,700,TAN,193435504,2970271546,2970271546,2970271546,2970271546,DAP,3000557660,3000557660,3000557660,3000557660
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,10,1,1,TAN,2788519171,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,20,1,1,ZTCH,2788519171,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,30,1,1,TAN,9396144993,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,40,1,1,ZTCH,9396144993,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,50,1,1,TAN,3148898320,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,60,1,1,ZTCH,3148898320,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,70,1,1,TAN,190944984,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,80,1,1,ZTCH,190944984,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,90,1,1,TAN,4839576093,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984754,10,226,3,1,TA,10,10,10,D011,EUR,02-01-2018,11:25:41,DDP,100,1,1,ZTCH,4839576093,704177930,760091729,704177930,704177930,DDP,3000551000,3000551000,3000551000,3000641936
1984755,10,209,112,1,TA,10,10,10,D011,EUR,02-01-2018,11:33:05,DDP,10,1,1,TAN,2673588935,3948918414,3948918414,3948918414,3948918414,DDP,3000206765,3000206765,3000206765,3000206765
1984755,10,209,112,1,TA,10,10,10,D011,EUR,02-01-2018,11:33:05,DDP,20,1,1,TAN,5933980620,3948918414,3948918414,3948918414,3948918414,DDP,3000206765,3000206765,3000206765,3000206765
1984756,10,192,32,96,ZMUN,300,10,10,NL30,EUR,02-01-2018,11:33:09,DDP,10,310,302,ZMUK,8471236765,5300596642,5300596642,5300596642,5300596642,DDP,3000205785,3000205785,3000205785,3000205785
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,10,1,MUST,ZMUK,4567155796,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,11,1,MUST,ZMUP,1183381524,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,12,1,MUST,ZMUP,7876477930,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,13,1,MUST,ZMUP,2391909785,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,14,1,MUST,ZMUP,4880097256,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,15,1,MUST,ZMUP,325860014,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,16,1,MUST,ZMUP,8491060455,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,20,1,MUST,ZMUK,5130312229,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,21,1,MUST,ZMUP,1481193974,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,22,1,MUST,ZMUP,4235645625,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,23,1,MUST,ZMUP,4880097256,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,24,1,MUST,ZMUP,3587412357,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,25,1,MUST,ZMUP,1686693438,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,30,1,MUST,ZMUK,2062809027,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,31,1,MUST,ZMUP,1951361101,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,32,1,MUST,ZMUP,389727980,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,33,1,MUST,ZMUP,4252435451,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,34,1,MUST,ZMUP,8484913388,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,35,1,MUST,ZMUP,6657797298,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984757,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:35:14,DDP,36,1,MUST,ZMUP,4185517196,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984758,10,502,32,13,TA,700,10,10,PL10,EUR,02-01-2018,11:36:22,DDP,10,700,700,TAN,9261815563,844693373,844693373,844693373,844693373,DDP,3000494230,3000494230,3000494230,3000494230
1984758,10,502,32,13,TA,700,10,10,PL10,EUR,02-01-2018,11:36:22,DDP,20,700,700,TAN,5273284354,844693373,844693373,844693373,844693373,DDP,3000494230,3000494230,3000494230,3000494230
1984759,10,726,96,1,TA,1600,10,10,NL80,EUR,02-01-2018,11:38:06,DDP,10,1600,1600,TAN,952890697,9458338227,512181801,4832963765,4832963765,DDP,3000215092,3000474728,3000474728,3000367744
1984760,10,796,27,1,TA,700,10,10,PL10,PLN,02-01-2018,11:16:41,DDP,10,700,700,TAN,9694735260,4288494763,4288494763,4288494763,4288494763,DDP,3000629130,3000629130,3000629130,3000629130
1984761,10,794,32,1,TA,700,10,10,PL10,PLN,02-01-2018,11:39:59,DDP,10,700,700,TAN,2862871854,888119702,888119702,888119702,888119702,DDP,3000475257,3000475257,3000475257,3000475257
1984762,10,250,33,1,TA,300,10,10,NL30,EUR,02-01-2018,11:41:10,DDP,10,310,300,TAN,6493322846,6037718172,1778633738,9198940849,9198940849,DDP,3000206866,3000458026,3000458026,3000445328
1984762,10,250,33,1,TA,300,10,10,NL30,EUR,02-01-2018,11:41:10,DDP,20,310,300,ZTCH,6493322846,6037718172,1778633738,9198940849,9198940849,DDP,3000206866,3000458026,3000458026,3000445328
1984763,10,436,B9,1,TA,10,10,10,D011,EUR,02-01-2018,11:42:40,DDP,60,1,1,TAN,381890430,3078518136,8708984665,9946326346,9946326346,DDP,3000208599,3000208113,3000208113,3000316648
1984763,10,436,B9,1,TA,10,10,10,D011,EUR,02-01-2018,11:42:40,DDP,70,1,1,ZTCH,381890430,3078518136,8708984665,9946326346,9946326346,DDP,3000208599,3000208113,3000208113,3000316648
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,10,1,MUST,ZMUK,9482398110,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,11,1,MUST,ZMUP,1183381524,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,12,1,MUST,ZMUP,1546872367,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,13,1,MUST,ZMUP,2463756790,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,20,1,MUST,ZMUK,6679062893,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,21,1,MUST,ZMUP,1183381524,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,22,1,MUST,ZMUP,4774350618,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984764,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:44:30,DDP,23,1,MUST,ZMUP,1093656690,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984765,10,726,96,1,TA,1300,10,10,D015,EUR,02-01-2018,11:46:03,DDP,10,1300,1300,TAN,402325187,9458338227,512181801,4832963765,4832963765,DDP,3000215092,3000474728,3000474728,3000367744
1984766,10,739,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:49:04,DDP,10,1,MUST,ZMUK,5105302757,1490599991,1490599991,1490599991,1490599991,DDP,3000492102,3000492102,3000492102,3000492102
1984766,10,739,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:49:04,DDP,20,1,MUST,ZMUK,9305720367,1490599991,1490599991,1490599991,1490599991,DDP,3000492102,3000492102,3000492102,3000492102
1984766,10,739,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:49:04,DDP,30,1,MUST,ZMUK,9096892473,1490599991,1490599991,1490599991,1490599991,DDP,3000492102,3000492102,3000492102,3000492102
1984766,10,739,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:49:04,DDP,40,1,MUST,ZMUK,8723034148,1490599991,1490599991,1490599991,1490599991,DDP,3000492102,3000492102,3000492102,3000492102
1984766,10,739,32,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:49:04,DDP,50,1,MUST,ZMUK,3443559462,1490599991,1490599991,1490599991,1490599991,DDP,3000492102,3000492102,3000492102,3000492102
1984767,10,789,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:51:22,DDP,10,1,MUST,ZMUK,8432580744,6259385027,6259385027,6259385027,6259385027,DDP,3000647261,3000647261,3000647261,3000647261
1984769,10,291,EV17,5,TA,10,10,10,D011,EUR,02-01-2018,11:51:57,EXW,40,1,1,TAN,9800106528,636020666,636020666,636020666,636020666,EXW,3000219146,3000219146,3000219146,3000219146
1984769,10,291,EV17,5,TA,10,10,10,D011,EUR,02-01-2018,11:51:57,EXW,50,1,1,TAN,6308249877,636020666,636020666,636020666,636020666,EXW,3000219146,3000219146,3000219146,3000219146
1984769,10,291,EV17,5,TA,10,10,10,D011,EUR,02-01-2018,11:51:57,EXW,60,1,1,TAN,3790489741,636020666,636020666,636020666,636020666,EXW,3000219146,3000219146,3000219146,3000219146
1984769,10,291,EV17,5,TA,10,10,10,D011,EUR,02-01-2018,11:51:57,EXW,80,1,1,TAN,5586120466,636020666,636020666,636020666,636020666,EXW,3000219146,3000219146,3000219146,3000219146
1984770,10,194,105,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:52:05,DDP,10,1,MUST,ZMUK,2135768591,8921774860,8921774860,8921774860,8921774860,DDP,3000401758,3000401758,3000401758,3000401758
1984771,10,266,32,5,TA,300,10,10,NL30,EUR,02-01-2018,11:54:57,FCA,10,310,300,TAN,667232455,9339024510,209724830,9339024510,9339024510,FCA,3000215418,3000215418,3000215418,3000517410
1984771,10,266,32,5,TA,300,10,10,NL30,EUR,02-01-2018,11:54:57,FCA,20,310,300,TAN,584588563,9339024510,209724830,9339024510,9339024510,FCA,3000215418,3000215418,3000215418,3000517410
1984772,10,271,,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:50:23,DDP,10,1,MUST,ZMUK,6046086846,3664674925,9352794312,3664674925,3664674925,DDP,3001127206,3001127206,3001127206,3000208984
1984773,10,338,620,98,ZMUN,10,10,10,D011,EUR,02-01-2018,11:55:23,DDP,10,1,MUST,ZMUK,7677647477,8922777894,720908447,720908447,720908447,DDP,3000505545,3000554824,3000554824,3000554824
1984774,10,266,32,5,TA,300,10,10,NL30,EUR,02-01-2018,11:56:10,FCA,10,310,300,TAN,930999587,9339024510,2913511912,9339024510,9339024510,FCA,3000215418,3000215418,3000215418,3000523336
1984775,10,939,32,99,ZMUN,10,10,10,D011,EUR,02-01-2018,11:52:48,DDP,10,1,MUST,ZMUK,1936926640,5743876458,5743876458,5743876458,5743876458,DDP,3000215170,3000215170,3000215170,3000215170
1984777,10,266,32,5,TA,300,10,10,NL30,EUR,02-01-2018,11:57:45,FCA,10,310,300,TAN,667232455,9339024510,2913511912,9339024510,9339024510,FCA,3000215418,3000215418,3000215418,3000523336
1984777,10,266,32,5,TA,300,10,10,NL30,EUR,02-01-2018,11:57:45,FCA,20,310,300,TAN,584588563,9339024510,2913511912,9339024510,9339024510,FCA,3000215418,3000215418,3000215418,3000523336
1984778,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:55:17,DDP,10,1,MUST,ZMUK,2804556259,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984778,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:55:17,DDP,11,1,MUST,ZMUP,1183381524,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
1984778,10,520,32,96,ZMUN,10,10,10,D011,EUR,02-01-2018,11:55:17,DDP,12,1,MUST,ZMUP,3264072213,2860042699,9352794312,2860042699,2860042699,DDP,3000937010,3000937010,3000937010,3000208984
